# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.4663854176823847,13.70601687523983,2.1069700857348796,178.61407306089424,1.4762913726461158,1.4999999999999851,-0.003507465351657983,-0.7012094658616548,-0.29718634051741927,-0.8984200166320218
 1.4737843222324916,13.695056096029184,2.1072356885076613,178.61187420752714,1.4873897294712761,1.500000000000015,-0.0035309409030377763,-0.7078567898106205,-0.3014277810112031,-0.89816680053562
 1.481157709041774,13.684051461907245,2.1075027811059055,178.60965166390267,1.4984498096851997,1.499999999999985,-0.003554975210437748,-0.7144793210502253,-0.30573907141829715,-0.8977763435095856
 1.4885055221173593,13.673003904014925,2.107771348923481,178.60740515035602,1.5094715292985776,1.5,-0.003579573258980188,-0.7210760138060162,-0.31012210580159316,-0.8972477936731149
 1.495827705157592,13.661914353493138,2.108041377354255,178.6051343795325,1.5204548038589263,1.4999999999999696,-0.003604748378963848,-0.7276458263837355,-0.3145788228418942,-0.8965803036304079
 1.5031242015490391,13.650783741482801,2.1083128517920957,178.60283905628683,1.5313995484460972,1.5,-0.0036305160104795338,-0.7341877213338175,-0.31911120666551707,-0.8957730303337884
 1.5103949543634763,13.639612999124827,2.1085857576308715,178.6005188775828,1.5423056776677528,1.5,-0.0036568827028372252,-0.7407006656152137,-0.3237212869947559,-0.894825134939316
 1.5176399063548476,13.62840305756013,2.10886008026445,178.59817353239995,1.55317310565481,1.5000000000000153,-0.003683865510663733,-0.7471836307585215,-0.328411144997827,-0.8937357826548591
 1.5248589999562079,13.617154847929624,2.1091358050866993,178.59580270160447,1.5640017460568503,1.4999999999999847,-0.0037114780411142104,-0.7536355930283919,-0.33318291340118056,-0.8925041425793195
 1.532052177276644,13.605869301374224,2.1094129174914875,178.59340605782825,1.5747915120375047,1.5000000000000309,-0.0037397281915202726,-0.7600555335851887,-0.33803877719563175,-0.8911293875356893
 1.5392193800981666,13.594547349034842,2.1096914028726825,178.59098326535053,1.5855423162697884,1.499999999999969,-0.0037686363121604764,-0.7664424386458762,-0.3429809795327342,-0.8896106938933845
 1.5463605498725834,13.583189922052394,2.1099712466241525,178.58853397994633,1.5962540709314135,1.4999999999999845,-0.0037982118506844115,-0.7727952996441056,-0.3480118210482042,-0.8879472413842973
 1.553475627718341,13.571797951567797,2.1102524341397655,178.5860578487483,1.6069266877000499,1.5,-0.003828471344758277,-0.7791131133894806,-0.3531336633899633,-0.8861382129074907
 1.5605645544173499,13.56037236872196,2.1105349508133897,178.5835545100936,1.617560077748563,1.4999999999999842,-0.0038594306599359883,-0.7853948822259725,-0.35834893114655353,-0.8841827943282313
 1.567627270411765,13.548914104655802,2.110818782038892,178.58102359336598,1.6281541517401856,1.4999999999999685,-0.003891105059044564,-0.7916396141894613,-0.36366011827928,-0.8820801742636197
 1.574663715800756,13.537424090510234,2.1111039132101417,178.5784647188036,1.638708819823672,1.5,-0.0039235092674939605,-0.7978463231643788,-0.36906978150730285,-0.8798295438619708
 1.5816738303372329,13.525903257426169,2.111390329721006,178.57587749736325,1.6492239916283873,1.5,-0.00395665525216906,-0.8040140290394274,-0.3745805549190547,-0.8774300965704509
 1.5886575534245475,13.514352536544525,2.111678016965354,178.57326153049382,1.6596995762593594,1.500000000000016,-0.003990570431299692,-0.8101417578623512,-0.3801951423669531,-0.8748810278921516
