# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.742725747933669,1.5437868250914812,89.9379450556461,0,3.0,-0.4657590511462894,0.0,0.0,0.0
 0.05505789026586742,14.742730672682253,1.5483338793453667,89.9379450556461,0.16517367079760228,3.0000000000000004,-0.4657590511462894,0.0,-5.305537639335328,0.0
 0.07802205464826543,14.742745385450986,1.5529179603313668,89.8161078171594,0.23406616394479632,2.999999999999999,-0.4503524668849117,0.0,-6.699071628778272,0.0
 0.09574979581941703,14.742769794024332,1.557538769446804,89.69734840923742,0.2872493874582511,3.000000000000001,-0.4355737112903153,0.0,-7.7012385115900654,0.0
 0.11078326569301361,14.74280380618676,1.562196008088999,89.58157207208406,0.33234979707904083,2.9999999999999982,-0.4213906090514071,0.0,-8.473858021432125,0.0
 0.12410471198179597,14.74284732972274,1.566889377655274,89.46868802759278,0.3723141359453879,3.000000000000001,-0.4077729231623084,0.0,-9.088443313248789,0.0
 0.13621665959104087,14.74290027241673,1.5716185795429505,89.3586092783331,0.4086499787731226,2.9999999999999964,-0.39469221958381295,0.0,-9.585235143326626,0.0
 0.14741689186487392,14.742962542053204,1.5763833151493505,89.25125241832855,0.4422506755946217,3.0,-0.3821217440619246,0.0,-9.989932561659836,0.0
 0.15789894088274598,14.74303404641663,1.5811832858717954,89.146537455532,0.47369682264823787,2.9999999999999973,-0.37003630846251084,0.0,-10.320303531476771,0.0
 0.16779688731121392,14.74311469329147,1.5860181931076067,89.0443876440519,0.5033906619336417,2.9999999999999973,-0.35841218621373844,0.0,-10.589321128964768,0.0
 0.1772080966467603,14.743204390462195,1.5908877382541065,88.94472932618588,0.5316242899402808,2.999999999999997,-0.34722701374730025,0.0,-10.806840841335989,0.0
 0.18620587350567058,14.74330304571327,1.5957916227086157,88.8474917837458,0.5586176205170117,3.000000000000006,-0.3364597001666274,0.0,-10.980578030002585,0.0
 0.1948470111399906,14.74341056682916,1.600729547868457,88.75260709768415,0.5845410334199717,2.999999999999994,-0.3260903463959887,0.0,-11.116715781635202,0.0
 0.20317654696739562,14.743526861594338,1.6057012151309509,88.66001001529794,0.6095296409021868,3.0,-0.3161001642716973,0.0,-11.220302556918888,0.0
 0.21123089213130877,14.743651837793266,1.6107063258934198,88.56963782566098,0.6336926763939262,3.0000000000000036,-0.3064714079383735,0.0,-11.295523548640704,0.0
 0.21903996661339709,14.743785403210412,1.6157445815531852,88.48143024095546,0.6571198998401911,2.9999999999999964,-0.29718730540529115,0.0,-11.345891949732446,0.0
 0.226628700596988,14.743927465630243,1.6208156835075687,88.39532928514238,0.6798861017909639,2.9999999999999964,-0.2882319977089499,0.0,-11.374387939303892,0.0
 0.23401811770860886,14.744077932837227,1.6259193331538921,88.31127918826947,0.7020543531258264,2.9999999999999964,-0.27959048220452637,0.0,-11.383562007387612,0.0
 0.24122613410833024,14.74423671261583,1.6310552318894769,88.22922628663298,0.7236784023249906,3.000000000000004,-0.27124855771897854,0.0,-11.375613447047249,0.0
 0.24826815946419065,14.744403712750518,1.6362230811116447,88.14911892830041,0.7448044783925718,3.0,-0.2631927763006817,0.0,-11.352451080639515,0.0
 0.25515755667001633,14.744578841025762,1.6414225822177173,88.07090738354617,0.7654726700100488,2.999999999999996,-0.25541039606754773,0.0,-11.315740919976294,0.0
 0.26190599884054333,14.744762005226024,1.6466534366050163,87.99454376033106,0.7857179965216298,2.9999999999999916,-0.24788933979969596,0.0,-11.26694425166475,0.0
 0.2685237502850952,14.744953113135773,1.6519153456708633,87.91998192373391,0.8055712508552854,3.0000000000000084,-0.24061815343025422,0.0,-11.207348234772038,0.0
 0.275019890331486,14.745152072539478,1.65720801081258,87.84717742005216,0.8250596709944578,2.9999999999999916,-0.23358596933657214,0.0,-11.13809096099666,0.0
 0.28140249357667163,14.745358791221602,1.662531133427488,87.77608740453933,0.8442074807300147,3.000000000000009,-0.22678247201421348,0.0,-11.06018206129025,0.0
 0.28767877648864537,14.745573176966614,1.667884414912909,87.70667057286474,0.863036329465936,3.000000000000009,-0.22019786430565533,0.0,-10.974519810432307,0.0
 0.29385521772029183,14.745795137558984,1.6732675566661648,87.63888709621006,0.8815656531608754,3.000000000000009,-0.21382283836014243,0.0,-10.881905485369698,0.0
 0.2999376576669355,14.746024580783173,1.678680260084577,87.57269855959025,0.8998129730008064,3.0000000000000093,-0.20764854761101095,0.0,-10.783055524365762,0.0
 0.30593138147525883,14.746261414423653,1.684122226565467,87.50806790296737,0.9177941444257766,3.0000000000000093,-0.20166657779501268,0.0,-10.678611704281083,0.0
 0.3118411887397872,14.746505546264888,1.6895931575061565,87.44495936594235,0.9355235662193617,3.0,-0.19586892575500625,0.0,-10.569150057275511,0.0
 0.3176714524014908,14.746756884091349,1.6950927543039673,87.38333843442831,0.9530143572044726,3.000000000000019,-0.19024797316749512,0.0,-10.45518829995689,0.0
 0.3234261688208518,14.747015335687495,1.7006207183562212,87.32317179065105,0.9702785064625555,3.0,-0.18479646754393386,0.0,-10.337192493206459,0.0
 0.32910900058605974,14.747280808837802,1.7061767510602395,87.26442726478759,0.9873270017581794,3.0000000000000098,-0.17950749815601208,0.0,-10.21558251610958,0.0
 0.33472331330131944,14.747553211326732,1.711760553813344,87.2070737899736,1.0041699399039583,2.9999999999999605,-0.1743744818629772,0.0,-10.090737185660732,0.0
